WHOREGION,FLUSEASON,HEMISPHERE,ITZ,COUNTRY_CODE,COUNTRY_AREA_TERRITORY,ISO_WEEKSTARTDATE,ISO_YEAR,ISO_WEEK,MMWR_WEEKSTARTDATE,MMWR_YEAR,MMWR_WEEK,ORIGIN_SOURCE,SPEC_PROCESSED_NB,SPEC_RECEIVED_NB,AH1N12009,AH1,AH3,AH5,AH7N9,ANOTSUBTYPED,ANOTSUBTYPABLE,AOTHER_SUBTYPE,AOTHER_SUBTYPE_DETAILS,INF_A,BVIC_2DEL,BVIC_3DEL,BVIC_NODEL,BVIC_DELUNK,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE,ILI_ACTIVITY,ADENO,BOCA,HUMAN_CORONA,METAPNEUMO,PARAINFLUENZA,RHINO,RSV,OTHERRESPVIRUS,OTHER_RESPVIRUS_DETAILS,LAB_RESULT_COMMENT,WCR_COMMENT,ISO2,ISOYW,MMWRYW
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,27-06-22,2022,26,26-06-22,2022,26,SENTINEL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,202226,202226
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,19-06-23,2023,25,18-06-23,2023,25,SENTINEL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,202325,202325
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,11-04-11,2011,15,10-04-11,2011,15,NOTDEFINED,9,,0,0,0,,,0,,,,0,,,0,,0,1,1,1,,3,,,,,,,,,RSV,,,BE,201115,201115
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,30-10-23,2023,44,29-10-23,2023,44,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,924,,,,,BE,202344,202344
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,27-07-09,2009,31,26-07-09,2009,31,NOTDEFINED,99,99,14,,,,,4,,,,18,,,,,,,,18,,3,,,,,,,,,,,,BE,200931,200931
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,14-03-22,2022,11,13-03-22,2022,11,SENTINEL,29,,1,,13,,,,,,,14,,,,,,,0,14,,,,,,,,,1,,,,,BE,202211,202211
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,11-05-20,2020,20,10-05-20,2020,20,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,1,,,,,BE,202020,202020
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,02-12-19,2019,49,01-12-19,2019,49,SENTINEL,15,,0,0,0,,,0,,,,0,,,1,,0,0,1,1,,,,,,,,,2,,,,,BE,201949,201949
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,12-01-15,2015,3,11-01-15,2015,2,SENTINEL,84,,11,0,40,,,4,,,,55,,,0,,0,0,0,55,,,,,,,,,0,,,,,BE,201503,201502
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,07-02-05,2005,6,06-02-05,2005,6,NOTDEFINED,,,,11,46,,,29,,,,86,,,,,,4,4,90,,6,,,,,,,,,,,Percentage of consultations for ILI: 6.05%,BE,200506,200506
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,22-07-13,2013,30,21-07-13,2013,30,NOTDEFINED,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,2,,,,,,,0,,RSV,,,BE,201330,201330
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,17-09-07,2007,38,16-09-07,2007,38,NOTDEFINED,1,,,0,1,,,0,,,,1,,,,,,0,0,1,,3,,,,,,,,,,,0.85% ILI,BE,200738,200738
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,07-05-18,2018,19,06-05-18,2018,19,SENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201819,201819
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,21-11-16,2016,47,20-11-16,2016,47,SENTINEL,14,,0,0,4,,,0,,,,4,,,0,,0,0,0,4,,,,,,,,,0,,,,,BE,201647,201647
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,18-02-19,2019,8,17-02-19,2019,8,SENTINEL,36,,7,0,19,,,2,,,,28,,,0,,0,0,0,28,,,,,,,,,0,,,,,BE,201908,201908
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,09-01-23,2023,2,08-01-23,2023,2,SENTINEL,25,,1,,2,,,1,,,,4,,,3,,,,3,7,,,,,,,,,3,,,,,BE,202302,202302
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,06-07-15,2015,28,05-07-15,2015,27,SENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201528,201527
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,03-11-03,2003,45,02-11-03,2003,45,NOTDEFINED,36,,,,13,,,,,,,13,,,,,,,,13,,4,,,,,,,,,,,2.2% of ILI,BE,200345,200345
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,22-12-14,2014,52,21-12-14,2014,52,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201452,201452
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,19-11-07,2007,47,18-11-07,2007,47,NOTDEFINED,,,,1,0,,,0,,,,1,,,,,,0,0,1,,3,,,,,,,,,,,Sporadic activity with one non-sentinel case of influenza A,BE,200747,200747
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,08-06-09,2009,24,07-06-09,2009,24,NOTDEFINED,10,10,,,,,,0,,,,0,,,,,,0,0,,,1,,,,,,,,,,,,BE,200924,200924
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,11-05-09,2009,20,10-05-09,2009,20,NOTDEFINED,15,15,,,,,,0,,,,0,,,,,,0,0,,,1,,,,,,,,,,,,BE,200920,200920
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,29-09-97,1997,40,28-09-97,1997,40,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,BE,199740,199740
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,17-08-15,2015,34,16-08-15,2015,33,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201534,201533
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,03-11-14,2014,45,02-11-14,2014,45,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201445,201445
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,01-06-15,2015,23,31-05-15,2015,22,SENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201523,201522
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,21-07-08,2008,30,20-07-08,2008,30,NOTDEFINED,,,,,,,,0,,,,0,,,,,,0,0,,,2,,,,,,,,,,,,BE,200830,200830
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,05-01-98,1998,2,04-01-98,1998,1,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2 cases of influenza A reported.,BE,199802,199801
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,31-07-23,2023,31,30-07-23,2023,31,NONSENTINEL,2,,,,,,,2,,,,2,,,,,,,0,2,,,,,,,,,0,,,,,BE,202331,202331
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,20-04-15,2015,17,19-04-15,2015,16,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201517,201516
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,16-10-17,2017,42,15-10-17,2017,42,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201742,201742
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,20-04-09,2009,17,19-04-09,2009,17,NOTDEFINED,1,1,,,,,,0,,,,0,,,,,,1,1,1,,2,,,,,,,,,,,,BE,200917,200917
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,22-04-19,2019,17,21-04-19,2019,17,SENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201917,201917
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,13-06-16,2016,24,12-06-16,2016,24,SENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201624,201624
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,20-07-09,2009,30,19-07-09,2009,30,NOTDEFINED,54,54,7,,,,,1,,,,8,,,,,,,,8,,3,,,,,,,,,,,,BE,200930,200930
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,11-10-21,2021,41,10-10-21,2021,41,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,23,,,,,BE,202141,202141
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,30-10-00,2000,44,29-10-00,2000,44,NOTDEFINED,28,,,,,,,3,,,,3,,,,,,,,3,,3,,,,,,,,,,,3 influenza A,BE,200044,200044
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,02-10-23,2023,40,01-10-23,2023,40,SENTINEL,7,,,,,,,0,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,BE,202340,202340
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,12-09-22,2022,37,11-09-22,2022,37,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,23,,,,,BE,202237,202237
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,19-09-22,2022,38,18-09-22,2022,38,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,27,,,,,BE,202238,202238
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,27-03-17,2017,13,26-03-17,2017,13,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201713,201713
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,27-11-17,2017,48,26-11-17,2017,48,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201748,201748
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,12-09-16,2016,37,11-09-16,2016,37,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201637,201637
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,06-09-21,2021,36,05-09-21,2021,36,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,16,,,,,BE,202136,202136
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,10-06-13,2013,24,09-06-13,2013,24,NOTDEFINED,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,2,,,,,,,0,,RSV,,,BE,201324,201324
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,26-05-08,2008,22,25-05-08,2008,22,NOTDEFINED,2,,,0,0,,,0,,,,0,,,0,,0,0,0,,,2,,,,,,,,,,,,BE,200822,200822
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,17-11-14,2014,47,16-11-14,2014,47,SENTINEL,14,,1,0,1,,,1,,,,3,,,0,,0,0,0,3,,,,,,,,,0,,,,,BE,201447,201447
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,26-12-22,2022,52,25-12-22,2022,52,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,1021,,,,,BE,202252,202252
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,29-01-01,2001,5,28-01-01,2001,5,NOTDEFINED,57,,,,,,,6,,,,6,,,,,,4,4,10,,4,,,,,,,,,,,local outbreak,BE,200105,200105
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,19-10-15,2015,43,18-10-15,2015,42,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201543,201542
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,06-05-24,2024,19,05-05-24,2024,19,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,7,,,,,BE,202419,202419
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,20-11-17,2017,47,19-11-17,2017,47,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201747,201747
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,15-10-07,2007,42,14-10-07,2007,42,NOTDEFINED,,,,0,0,,,0,,,,0,,,,,,0,0,,,2,,,,,,,,,,,,BE,200742,200742
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,09-05-16,2016,19,08-05-16,2016,19,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201619,201619
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,08-08-16,2016,32,07-08-16,2016,32,SENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201632,201632
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,15-05-23,2023,20,14-05-23,2023,20,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,62,,,,,BE,202320,202320
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,20-04-20,2020,17,19-04-20,2020,17,SENTINEL,0,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,BE,202017,202017
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,25-01-21,2021,4,24-01-21,2021,4,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,31,,,,,BE,202104,202104
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,11-01-99,1999,2,10-01-99,1999,2,NOTDEFINED,,,,,,,,21,,,,21,,,,,,26,26,47,,5,,,,,,,,,,,The number of ARI exceeds the epidemic threshold.  Influenza activity continues to evolve with influenza B (Beijing-like) predominating: 80% in the sentinel practices and 66% in hospitals. ,BE,199902,199902
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,16-02-04,2004,8,15-02-04,2004,7,NOTDEFINED,2,,,0,0,,,0,,,,0,,,,,,0,0,,,2,,,,,,,,,,,0.5 % of  ILI,BE,200408,200407
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,22-04-24,2024,17,21-04-24,2024,17,SENTINEL,18,,1,,,,,1,,,,2,,,,,,,0,2,,,,,,,,,0,,,,,BE,202417,202417
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,20-02-12,2012,8,19-02-12,2012,8,NOTDEFINED,124,,0,0,58,,,9,,,,67,,,0,,0,4,4,71,,6,,,,,,,,,RSV,,,BE,201208,201208
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,22-05-23,2023,21,21-05-23,2023,21,SENTINEL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,202321,202321
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,02-03-09,2009,10,01-03-09,2009,10,NOTDEFINED,12,12,,,,,,1,,,,1,,,,,,2,2,3,,3,,,,,,,,,,,,BE,200910,200910
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,18-05-15,2015,21,17-05-15,2015,20,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201521,201520
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,07-08-17,2017,32,06-08-17,2017,32,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201732,201732
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,24-01-11,2011,4,23-01-11,2011,4,NOTDEFINED,111,,39,0,0,,,7,,,,46,,,0,,0,30,30,76,,6,,,,,,,,,RSV,,,BE,201104,201104
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,11-08-14,2014,33,10-08-14,2014,33,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201433,201433
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,10-11-14,2014,46,09-11-14,2014,46,SENTINEL,13,,0,0,0,,,0,,,,0,,,0,,2,0,2,2,,,,,,,,,0,,,,,BE,201446,201446
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,27-01-20,2020,5,26-01-20,2020,5,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,191,,,,,BE,202005,202005
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,28-12-98,1998,53,27-12-98,1998,52,NOTDEFINED,,,,,,,,9,,,,9,,,,,,13,13,22,,4,,,,,,,,,,,Increasing ARI and ILI.  Influenza B predominant.,BE,199853,199852
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,06-01-14,2014,2,05-01-14,2014,2,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201402,201402
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,08-10-01,2001,41,07-10-01,2001,41,NOTDEFINED,2,,,0,0,,,0,,,,0,,,,,,0,0,,,2,,,,,,,,,,,No Influenza activity.,BE,200141,200141
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,24-10-16,2016,43,23-10-16,2016,43,SENTINEL,5,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201643,201643
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,30-12-19,2020,1,29-12-19,2020,1,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,299,,,,,BE,202001,202001
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,16-11-09,2009,47,15-11-09,2009,47,NOTDEFINED,,189,74,0,0,0,,11,,0,,85,,,0,,0,0,0,85,,5,,,,,,,,,,,,BE,200947,200947
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,27-08-12,2012,35,26-08-12,2012,35,NOTDEFINED,2,,0,0,1,,,0,,,,1,,,0,,0,0,0,1,,2,,,,,,,,,RSV,,,BE,201235,201235
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,05-06-17,2017,23,04-06-17,2017,23,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201723,201723
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,26-01-09,2009,5,25-01-09,2009,5,NOTDEFINED,108,108,,5,58,,,,,,,63,,,,,,1,1,64,,1,,,,,,,,,,,,BE,200905,200905
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,07-06-21,2021,23,06-06-21,2021,23,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,395,,,,,BE,202123,202123
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,22-05-17,2017,21,21-05-17,2017,21,SENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201721,201721
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,10-01-00,2000,2,09-01-00,2000,2,NOTDEFINED,,,,,,,,57,,,,57,,,,,,,,57,,5,,,,,,,,,,,ILI consultations at plateau level but below peak.  ,BE,200002,200002
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,29-03-10,2010,13,28-03-10,2010,13,NOTDEFINED,10,10,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,2,,,,,,,,,,,,BE,201013,201013
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,11-09-17,2017,37,10-09-17,2017,37,SENTINEL,1,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201737,201737
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,21-09-15,2015,39,20-09-15,2015,38,SENTINEL,2,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201539,201538
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,11-11-19,2019,46,10-11-19,2019,46,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201946,201946
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,17-11-97,1997,47,16-11-97,1997,47,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,BE,199747,199747
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,28-04-14,2014,18,27-04-14,2014,18,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201418,201418
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,03-04-17,2017,14,02-04-17,2017,14,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201714,201714
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,22-01-18,2018,4,21-01-18,2018,4,SENTINEL,40,,4,0,5,,,1,,,,10,,,3,,0,23,26,36,,,,,,,,,0,,,,,BE,201804,201804
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,15-09-14,2014,38,14-09-14,2014,38,SENTINEL,1,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201438,201438
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,07-09-15,2015,37,06-09-15,2015,36,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201537,201536
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,23-08-21,2021,34,22-08-21,2021,34,SENTINEL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,202134,202134
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,16-04-18,2018,16,15-04-18,2018,16,SENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201816,201816
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,17-12-12,2012,51,16-12-12,2012,51,NOTDEFINED,38,,2,0,1,,,0,,,,3,,,0,,0,14,14,17,,3,,,,,,,,,RSV,,,BE,201251,201251
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,31-12-01,2002,1,30-12-01,2002,1,NOTDEFINED,,,,,,,,11,,,,11,,,,,,4,4,15,,5,,,,,,,,,,,"epidemic activity continues, influenza A predominating",BE,200201,200201
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,31-01-00,2000,5,30-01-00,2000,5,NOTDEFINED,,,,,,,,8,,,,8,,,,,,0,0,8,,3,,,,,,,,,,,"sporadic activity, influenza A viruses isolated",BE,200005,200005
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,15-06-09,2009,25,14-06-09,2009,25,NOTDEFINED,72,72,10,,2,,,1,,,,13,,,,,,,,13,,3,,,,,,,,,,,,BE,200925,200925
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,24-12-18,2018,52,23-12-18,2018,52,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201852,201852
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,11-07-22,2022,28,10-07-22,2022,28,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,130,,,,,BE,202228,202228
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,06-01-20,2020,2,05-01-20,2020,2,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,288,,,,,BE,202002,202002
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,30-12-13,2014,1,29-12-13,2014,1,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201401,201401
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,30-09-13,2013,40,29-09-13,2013,40,SENTINEL,3,,0,0,0,,,0,,,,0,,,0,,0,1,1,1,,,,,,,,,0,,,,,BE,201340,201340
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,29-01-18,2018,5,28-01-18,2018,5,SENTINEL,45,,6,0,1,,,1,,,,8,,,2,,16,2,20,28,,,,,,,,,0,,,,,BE,201805,201805
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,20-10-14,2014,43,19-10-14,2014,43,SENTINEL,23,,0,0,1,,,0,,,,1,,,0,,0,0,0,1,,,,,,,,,0,,,,,BE,201443,201443
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,31-01-22,2022,5,30-01-22,2022,5,NONSENTINEL,29,,14,,13,,,,,,,27,,,1,,,0,1,28,,,,,,,,,0,,,,,BE,202205,202205
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,03-03-08,2008,10,02-03-08,2008,10,NOTDEFINED,,,,17,0,,,14,,,,31,,,,,,26,26,57,,6,,,,,,,,,,,,BE,200810,200810
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,13-07-09,2009,29,12-07-09,2009,29,NOTDEFINED,100,100,16,,,,,3,,,,19,,,,,,,,19,,3,,,,,,,,,,,,BE,200929,200929
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,25-02-02,2002,9,24-02-02,2002,9,NOTDEFINED,,,,,,,,3,,,,3,,,,,,14,14,17,,3,,,,,,,,,,,activity has been below epidemic threshold,BE,200209,200209
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,14-03-22,2022,11,13-03-22,2022,11,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,213,,,,,BE,202211,202211
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,16-10-23,2023,42,15-10-23,2023,42,SENTINEL,15,,,,,,,0,,,,0,,,,,,0,0,,,,,,,,,,1,,,,,BE,202342,202342
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,27-11-23,2023,48,26-11-23,2023,48,SENTINEL,30,,,,,,,0,,,,0,,,,,,0,0,,,,,,,,,,1,,,,,BE,202348,202348
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,23-03-20,2020,13,22-03-20,2020,13,SENTINEL,10,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,BE,202013,202013
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,14-09-20,2020,38,13-09-20,2020,38,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,11,,,,,BE,202038,202038
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,05-10-09,2009,41,04-10-09,2009,41,NOTDEFINED,312,312,85,,,,,20,,,,105,,,,,,,,105,,5,,,,,,,,,,,,BE,200941,200941
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,01-03-99,1999,9,28-02-99,1999,9,NOTDEFINED,,,,,,,,8,,,,8,,,,,,1,1,9,,5,,,,,,,,,,,"Declining activity but still remains high.
",BE,199909,199909
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,25-04-11,2011,17,24-04-11,2011,17,NOTDEFINED,2,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,2,,,,,,,,,RSV,,,BE,201117,201117
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,04-01-21,2021,1,03-01-21,2021,1,SENTINEL,0,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,BE,202101,202101
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,08-09-14,2014,37,07-09-14,2014,37,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201437,201437
