WHOREGION,FLUSEASON,HEMISPHERE,ITZ,COUNTRY_CODE,COUNTRY_AREA_TERRITORY,ISO_WEEKSTARTDATE,ISO_YEAR,ISO_WEEK,MMWR_WEEKSTARTDATE,MMWR_YEAR,MMWR_WEEK,ORIGIN_SOURCE,SPEC_PROCESSED_NB,SPEC_RECEIVED_NB,AH1N12009,AH1,AH3,AH5,AH7N9,ANOTSUBTYPED,ANOTSUBTYPABLE,AOTHER_SUBTYPE,AOTHER_SUBTYPE_DETAILS,INF_A,BVIC_2DEL,BVIC_3DEL,BVIC_NODEL,BVIC_DELUNK,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE,ILI_ACTIVITY,ADENO,BOCA,HUMAN_CORONA,METAPNEUMO,PARAINFLUENZA,RHINO,RSV,OTHERRESPVIRUS,OTHER_RESPVIRUS_DETAILS,LAB_RESULT_COMMENT,WCR_COMMENT,ISO2,ISOYW,MMWRYW
EUR,NH,NH,FLU_SW_EUR,FRA,France,09-02-04,2004,7,08-02-04,2004,6,NOTDEFINED,523,,,0,0,,,1,,,,1,,,,,,0,0,1,,3,,,,,,,,,,,"GROG : 19 samples.
Hospitals : 424 samples.",FR,200407,200406
EUR,NH,NH,FLU_SW_EUR,FRA,France,04-12-17,2017,49,03-12-17,2017,49,NONSENTINEL,3809,,56,0,8,,,175,,,,239,,,0,,0,71,71,310,,,,,,,,,889,,,,,FR,201749,201749
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,19-10-15,2015,43,18-10-15,2015,42,SENTINEL,6,,0,0,0,,,0,,,,0,,,0,,0,1,1,1,,,,,,,,,0,,,,,BE,201543,201542
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,12-03-18,2018,11,11-03-18,2018,11,NONSENTINEL,31,,4,0,0,,,0,,,,4,,,0,,3,0,3,7,,,,,,,,,14,,,,,DE,201811,201811
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,14-08-23,2023,33,13-08-23,2023,33,SENTINEL,59,,1,,1,0,,,,,,2,,,0,,0,,0,2,,,,,,,,,0,,,,,DE,202333,202333
EUR,NH,NH,FLU_SW_EUR,FRA,France,06-08-12,2012,32,05-08-12,2012,32,NOTDEFINED,394,175,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,2,,,,,,,,,RSV,,,FR,201232,201232
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,28-03-22,2022,13,27-03-22,2022,13,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,200,,,,,BE,202213,202213
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,03-02-14,2014,6,02-02-14,2014,6,SENTINEL,34,,5,0,9,,,0,,,,14,,,0,,0,0,0,14,,,,,,,,,0,,,,,BE,201406,201406
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,12-11-01,2001,46,11-11-01,2001,46,NOTDEFINED,17,,,0,0,,,0,,,,0,,,,,,0,0,,,2,,,,,,,,,,,Slight increase of the acute respiratory infections but still under the epidemic threshold,BE,200146,200146
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,28-09-09,2009,40,27-09-09,2009,40,NOTDEFINED,212,212,46,,,,,12,,,,58,,,,,,,,58,,5,,,,,,,,,,,,BE,200940,200940
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,26-11-18,2018,48,25-11-18,2018,48,SENTINEL,6,,0,0,0,,,2,,,,2,,,0,,0,0,0,2,,,,,,,,,0,,,,,BE,201848,201848
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,16-01-23,2023,3,15-01-23,2023,3,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,429,,,,,BE,202303,202303
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,13-04-20,2020,16,12-04-20,2020,16,SENTINEL,35,,0,0,0,0,,,,,,0,,,0,,0,,0,,,,,,,,,,2,,,,,DE,202016,202016
EUR,NH,NH,FLU_SW_EUR,FRA,France,02-03-20,2020,10,01-03-20,2020,10,NONSENTINEL,10351,,154,0,27,,,664,,,,845,,,,,,674,674,1519,,,,,,,,,220,,,,,FR,202010,202010
EUR,NH,NH,FLU_SW_EUR,FRA,France,06-10-08,2008,41,05-10-08,2008,41,NOTDEFINED,834,,0,0,0,0,,0,,0,0,0,,,0,,0,0,0,,,2,,,,,,,,,VRS,,"Grog network : 26 samples.

Hospitals surveillance : 380 samples",FR,200841,200841
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,27-03-23,2023,13,26-03-23,2023,13,SENTINEL,139,,0,,0,0,,,,,,0,,,21,,0,,21,21,,,,,,,,,0,,,,,DE,202313,202313
EUR,NH,NH,FLU_SW_EUR,FRA,France,09-08-21,2021,32,08-08-21,2021,32,SENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,FR,202132,202132
EUR,NH,NH,FLU_SW_EUR,FRA,France,08-08-22,2022,32,07-08-22,2022,32,SENTINEL,0,,0,,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,FR,202232,202232
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,05-10-20,2020,41,04-10-20,2020,41,SENTINEL,57,,0,0,0,0,,,,,,0,,,0,,0,,0,,,,,,,,,,0,,,,,DE,202041,202041
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,29-06-09,2009,27,28-06-09,2009,27,NOTDEFINED,31,,18,1,1,,,0,,,,20,,,,,,0,0,20,,2,,,,,,,,,RSV,,,DE,200927,200927
EUR,NH,NH,FLU_SW_EUR,FRA,France,07-06-10,2010,23,06-06-10,2010,23,NOTDEFINED,303,,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,1,,,,,,,,,,,,FR,201023,201023
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,18-07-16,2016,29,17-07-16,2016,29,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201629,201629
EUR,NH,NH,FLU_SW_EUR,FRA,France,15-11-21,2021,46,14-11-21,2021,46,NONSENTINEL,6483,,10,0,3,,,40,,,,53,,,,,,2,2,55,,,,,,,,,698,,,,,FR,202146,202146
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,28-08-23,2023,35,27-08-23,2023,35,NONSENTINEL,6,,0,,0,0,,,,,,0,,,0,,0,,0,,,,,,,,,,0,,,,,DE,202335,202335
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,13-10-14,2014,42,12-10-14,2014,42,SENTINEL,61,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,2,,,,,DE,201442,201442
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,21-12-15,2015,52,20-12-15,2015,51,SENTINEL,7,,0,0,0,,,1,,,,1,,,0,,0,0,0,1,,,,,,,,,0,,,,,BE,201552,201551
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,18-11-19,2019,47,17-11-19,2019,47,SENTINEL,6,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201947,201947
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,08-06-20,2020,24,07-06-20,2020,24,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,7,,,,,BE,202024,202024
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,28-07-08,2008,31,27-07-08,2008,31,NOTDEFINED,0,,,,,,,0,,,,0,,,,,,0,0,,,2,,,,,,,,,,,,BE,200831,200831
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,23-10-17,2017,43,22-10-17,2017,43,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201743,201743
EUR,NH,NH,FLU_SW_EUR,FRA,France,29-10-18,2018,44,28-10-18,2018,44,NONSENTINEL,1998,,1,0,0,,,5,,,,6,,,0,,0,0,0,6,,,,,,,,,149,,,,,FR,201844,201844
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,10-07-23,2023,28,09-07-23,2023,28,NONSENTINEL,1,,,,,,,1,,,,1,,,,,,,0,1,,,,,,,,,0,,,,,BE,202328,202328
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,10-09-07,2007,37,09-09-07,2007,37,NOTDEFINED,0,,,0,0,,,0,,,,0,,,,,,0,0,,,2,,,,,,,,,,,0.69% ILI,BE,200737,200737
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,24-03-03,2003,13,23-03-03,2003,13,NOTDEFINED,78,,,0,12,,,8,,,,20,,,,,,12,12,32,,3,,,,,,,,,,,,DE,200313,200313
EUR,NH,NH,FLU_SW_EUR,FRA,France,08-11-04,2004,46,07-11-04,2004,45,NOTDEFINED,219,,,,,,,1,,,,1,,,,,,,,1,,2,,,,,,,,,,,One detection influenza A detection from hospitalizec baby.,FR,200446,200445
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,20-06-22,2022,25,19-06-22,2022,25,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,194,,,,,BE,202225,202225
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,12-01-09,2009,3,11-01-09,2009,3,NOTDEFINED,364,,,12,226,,,0,,,,238,,,7,,0,0,7,245,,6,,,,,,,,,,,,DE,200903,200903
EUR,NH,NH,FLU_SW_EUR,FRA,France,26-12-11,2011,52,25-12-11,2011,52,NOTDEFINED,1980,1106,0,0,8,0,,15,,0,,23,,,0,,1,1,2,25,,3,,,,,,,,,RSV,,,FR,201152,201152
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,08-09-14,2014,37,07-09-14,2014,37,SENTINEL,15,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,1,,,,,DE,201437,201437
EUR,NH,NH,FLU_SW_EUR,FRA,France,14-11-16,2016,46,13-11-16,2016,46,NONSENTINEL,1922,,0,0,11,,,29,,,,40,,,0,,0,0,0,40,,,,,,,,,305,,,,,FR,201646,201646
EUR,NH,NH,FLU_SW_EUR,FRA,France,25-03-13,2013,13,24-03-13,2013,13,NOTDEFINED,1901,,12,0,16,,,43,,,,71,,,5,,14,69,88,159,,,,,,,,,31,,,,,FR,201313,201313
EUR,NH,NH,FLU_SW_EUR,FRA,France,24-01-05,2005,4,23-01-05,2005,4,NOTDEFINED,975,,,1,26,,,85,,,,112,,,,,,2,2,114,,5,,,,,,,,,,,"GROG : 233 samples. 59 influenza A (22 AH3 and 1 AH1) and 1 influenza B

Hospitals : 742 samples. 53 influenza A (4 AH3) and 1 influenza B.",FR,200504,200504
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,12-12-16,2016,50,11-12-16,2016,50,SENTINEL,161,,0,0,23,,,0,,,,23,,,0,,0,0,0,23,,,,,,,,,21,,,,,DE,201650,201650
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,26-09-16,2016,39,25-09-16,2016,39,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201639,201639
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,24-06-13,2013,26,23-06-13,2013,26,NOTDEFINED,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,2,,,,,,,0,,RSV,,,BE,201326,201326
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,14-10-13,2013,42,13-10-13,2013,42,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201342,201342
EUR,NH,NH,FLU_SW_EUR,FRA,France,14-10-02,2002,42,13-10-02,2002,42,NOTDEFINED,987,,,0,0,,,0,,,,0,,,,,,0,0,,,2,,,,,,,,,,,no activity,FR,200242,200242
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,21-03-22,2022,12,20-03-22,2022,12,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,253,,,,,BE,202212,202212
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,05-04-21,2021,14,04-04-21,2021,14,SENTINEL,157,,0,0,0,0,,,,,,0,,,0,,0,,0,,,,,,,,,,0,,,,,DE,202114,202114
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,21-12-15,2015,52,20-12-15,2015,51,NONSENTINEL,0,,2,0,0,,,0,,,,2,,,0,,0,0,0,2,,,,,,,,,0,,,,,DE,201552,201551
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,02-10-17,2017,40,01-10-17,2017,40,SENTINEL,59,,0,0,0,,,0,,,,0,,,0,,3,0,3,3,,,,,,,,,1,,,,,DE,201740,201740
EUR,NH,NH,FLU_SW_EUR,FRA,France,29-01-24,2024,5,28-01-24,2024,5,SENTINEL,243,,101,,26,,,0,,,,127,,,0,,0,0,0,127,,,,,,,,,5,,,,,FR,202405,202405
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,28-03-16,2016,13,27-03-16,2016,13,SENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201613,201613
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,17-02-97,1997,8,16-02-97,1997,8,NOTDEFINED,,,,,6,,,,,,,6,,,,,,5,5,11,,4,,,,,,,,,,,"Isolates were obtained from Berlin.
5 additional Influenza A(H3N2) were added.  4 additional Influenza B were added.
The isolates were obtained from Saarland, Berlin and Brandenburg.
",DE,199708,199708
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,17-08-09,2009,34,16-08-09,2009,34,NOTDEFINED,108,108,18,,1,,,2,,,,21,,,,,,,,21,,3,,,,,,,,,,,,BE,200934,200934
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,23-04-01,2001,17,22-04-01,2001,17,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,no activity,BE,200117,200117
EUR,NH,NH,FLU_SW_EUR,FRA,France,06-02-17,2017,6,05-02-17,2017,6,NONSENTINEL,5306,,2,0,179,,,592,,,,773,,,0,,0,11,11,784,,,,,,,,,472,,,,,FR,201706,201706
EUR,NH,NH,FLU_SW_EUR,FRA,France,21-12-20,2020,52,20-12-20,2020,52,NONSENTINEL,2627,,0,0,0,,,0,,,,0,,,,,,1,1,1,,,,,,,,,24,,,,,FR,202052,202052
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,13-05-19,2019,20,12-05-19,2019,20,NONSENTINEL,1,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,DE,201920,201920
EUR,NH,NH,FLU_SW_EUR,FRA,France,13-05-24,2024,20,12-05-24,2024,20,SENTINEL,2,,0,,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,FR,202420,202420
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,16-11-20,2020,47,15-11-20,2020,47,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,2,,,,,BE,202047,202047
EUR,NH,NH,FLU_SW_EUR,FRA,France,02-05-22,2022,18,01-05-22,2022,18,SENTINEL,40,,1,0,7,,,0,,,,8,,,0,,0,0,0,8,,,,,,,,,2,,,,,FR,202218,202218
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,08-01-18,2018,2,07-01-18,2018,2,NONSENTINEL,16,,0,0,1,,,0,,,,1,,,0,,3,0,3,4,,,,,,,,,6,,,,,DE,201802,201802
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,09-07-12,2012,28,08-07-12,2012,28,NOTDEFINED,5,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,2,,,,,,,,,RSV,�����,�����,DE,201228,201228
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,02-03-15,2015,10,01-03-15,2015,9,SENTINEL,32,,0,1,6,,,0,,,,7,,,1,,9,0,10,17,,,,,,,,,0,,,,,BE,201510,201509
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,29-11-10,2010,48,28-11-10,2010,48,NOTDEFINED,23,,1,0,0,,,0,,,,1,,,0,,0,6,6,7,,3,,,,,,,,,RSV,,,BE,201048,201048
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,20-10-14,2014,43,19-10-14,2014,43,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201443,201443
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,23-09-13,2013,39,22-09-13,2013,39,NOTDEFINED,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,2,,,,,,,0,,RSV,,,BE,201339,201339
EUR,NH,NH,FLU_SW_EUR,FRA,France,28-10-19,2019,44,27-10-19,2019,44,SENTINEL,17,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,1,,,,,FR,201944,201944
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,15-05-06,2006,20,14-05-06,2006,20,NOTDEFINED,7,,,0,0,,,0,,,,0,,,,,,0,0,,,2,,,,,,,,,,,,DE,200620,200620
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,29-12-14,2015,1,28-12-14,2014,53,SENTINEL,47,,0,0,7,,,0,,,,7,,,0,,0,0,0,7,,,,,,,,,5,,,,,DE,201501,201453
EUR,NH,NH,FLU_SW_EUR,FRA,France,09-01-06,2006,2,08-01-06,2006,2,NOTDEFINED,683,,,2,,,,2,,,,4,,,,,,1,1,5,,3,,,,,,,,,,,"GROG Networks : 102 samples. 
Hospitals surveillance : 581 samples",FR,200602,200602
EUR,NH,NH,FLU_SW_EUR,FRA,France,22-11-21,2021,47,21-11-21,2021,47,SENTINEL,92,,0,0,4,,,0,,,,4,,,0,,0,0,0,4,,,,,,,,,16,,,,,FR,202147,202147
EUR,NH,NH,FLU_SW_EUR,FRA,France,05-01-15,2015,2,04-01-15,2015,1,SENTINEL,118,,13,0,30,,,0,,,,43,,,0,,0,3,3,46,,,,,,,,,9,,,,,FR,201502,201501
EUR,NH,NH,FLU_SW_EUR,FRA,France,30-03-20,2020,14,29-03-20,2020,14,NONSENTINEL,5913,,3,0,0,,,7,,,,10,,,,,,9,9,19,,,,,,,,,32,,,,,FR,202014,202014
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,03-11-14,2014,45,02-11-14,2014,45,SENTINEL,16,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201445,201445
EUR,NH,NH,FLU_SW_EUR,FRA,France,10-04-17,2017,15,09-04-17,2017,15,NONSENTINEL,578,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,11,,,,,FR,201715,201715
EUR,NH,NH,FLU_SW_EUR,FRA,France,23-04-12,2012,17,22-04-12,2012,17,NOTDEFINED,887,324,1,0,8,0,,17,,0,,26,,,0,,3,15,18,44,,3,,,,,,,,,RSV,,,FR,201217,201217
EUR,NH,NH,FLU_SW_EUR,FRA,France,20-07-20,2020,30,19-07-20,2020,30,NONSENTINEL,699,,0,0,0,,,0,,,,0,,,,,,0,0,,,,,,,,,,1,,,,,FR,202030,202030
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,03-06-19,2019,23,02-06-19,2019,23,SENTINEL,28,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,DE,201923,201923
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,16-10-00,2000,42,15-10-00,2000,42,NOTDEFINED,10,,,0,0,,,0,,,,0,,,,,,0,0,,,2,,,,,,,,,,,no activity,DE,200042,200042
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,04-10-99,1999,40,03-10-99,1999,40,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,no activity,DE,199940,199940
EUR,NH,NH,FLU_SW_EUR,FRA,France,02-05-22,2022,18,01-05-22,2022,18,NONSENTINEL,11723,,16,0,15,,,173,,,,204,,,,,,2,2,206,,,,,,,,,35,,,,,FR,202218,202218
EUR,NH,NH,FLU_SW_EUR,FRA,France,03-01-11,2011,1,02-01-11,2011,1,NOTDEFINED,3470,1572,275,0,32,0,,267,,0,,574,,,16,,1,199,216,790,,6,,,,,,,,,RSV,,,FR,201101,201101
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,19-03-18,2018,12,18-03-18,2018,12,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201812,201812
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,02-08-10,2010,31,01-08-10,2010,31,NOTDEFINED,2,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,2,,,,,,,,,RSV,,,DE,201031,201031
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,12-09-16,2016,37,11-09-16,2016,37,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,DE,201637,201637
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,06-12-21,2021,49,05-12-21,2021,49,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,235,,,,,BE,202149,202149
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,09-06-14,2014,24,08-06-14,2014,24,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,DE,201424,201424
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,30-05-22,2022,22,29-05-22,2022,22,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,186,,,,,BE,202222,202222
EUR,NH,NH,FLU_SW_EUR,FRA,France,28-09-15,2015,40,27-09-15,2015,39,NONSENTINEL,1108,,0,0,0,,,5,,,,5,,,0,,0,0,0,5,,,,,,,,,31,,,,,FR,201540,201539
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,05-05-14,2014,19,04-05-14,2014,19,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,DE,201419,201419
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,11-02-02,2002,7,10-02-02,2002,7,NOTDEFINED,220,,,,37,,,,,,,37,,,,,,37,37,74,,5,,,,,,,,,,,"In most of the states the morbidity of the acute respiratory illnesses is increasing, particularly in the West of Germany (North Rhine Westfalia and Rhineland Palatia). Morbidity in the East remains low. ",DE,200207,200207
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,25-11-02,2002,48,24-11-02,2002,48,NOTDEFINED,56,,,0,2,,,0,,,,2,,,,,,0,0,2,,3,,,,,,,,,,,,DE,200248,200248
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,27-04-20,2020,18,26-04-20,2020,18,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,1,,,,,BE,202018,202018
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,20-01-97,1997,4,19-01-97,1997,4,NOTDEFINED,,,,,24,,,,,,,24,,,,,,9,9,33,,1,,,,,,,,,,,,DE,199704,199704
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,13-06-11,2011,24,12-06-11,2011,24,NOTDEFINED,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,2,,,,,,,,,RSV,,,BE,201124,201124
EUR,NH,NH,FLU_SW_EUR,FRA,France,08-04-24,2024,15,07-04-24,2024,15,SENTINEL,43,,0,,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,FR,202415,202415
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,08-07-24,2024,28,07-07-24,2024,28,NONSENTINEL,48,,0,,0,0,,,,,,0,,,0,,0,,0,,,,,,,,,,0,,,,,DE,202428,202428
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,07-03-16,2016,10,06-03-16,2016,10,SENTINEL,286,,46,0,4,,,0,,,,50,,,97,,2,0,99,149,,,,,,,,,18,,,,,DE,201610,201610
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,09-10-23,2023,41,08-10-23,2023,41,SENTINEL,178,,0,,2,0,,,,,,2,,,0,,0,,0,2,,,,,,,,,0,,,,,DE,202341,202341
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,18-09-23,2023,38,17-09-23,2023,38,NONSENTINEL,19,,0,,0,0,,,,,,0,,,0,,0,,0,,,,,,,,,,0,,,,,DE,202338,202338
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,17-08-15,2015,34,16-08-15,2015,33,SENTINEL,8,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,DE,201534,201533
EUR,NH,NH,FLU_SW_EUR,FRA,France,23-11-98,1998,48,22-11-98,1998,47,NOTDEFINED,1676,,,0,2,,,5,,,,7,,,,,,5,5,12,,3,,,,,,,,,,,"Hospital Surveillance : 361 samples.
2 influenza B isolates in Lyon hospitals.
RSV epidemic in South of France.

GROG Surveillance : 36 samples.
Sporadic isolates of influenza A & B in Rh������������������",FR,199848,199847
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,19-01-98,1998,4,18-01-98,1998,3,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,16 cases of influenza A reported.,BE,199804,199803
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,20-06-16,2016,25,19-06-16,2016,25,SENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201625,201625
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,17-08-15,2015,34,16-08-15,2015,33,SENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201534,201533
EUR,NH,NH,FLU_SW_EUR,FRA,France,25-03-19,2019,13,24-03-19,2019,13,SENTINEL,59,,1,0,11,,,2,,,,14,,,2,,0,0,2,16,,,,,,,,,1,,,,,FR,201913,201913
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,05-03-07,2007,10,04-03-07,2007,10,NOTDEFINED,356,,,11,192,,,0,,,,203,,,,,,1,1,204,,6,,,,,,,,,,,,DE,200710,200710
EUR,NH,NH,FLU_SW_EUR,FRA,France,14-08-23,2023,33,13-08-23,2023,33,NONSENTINEL,3674,,0,,2,,,5,,,,7,,,,,,1,1,8,,,,,,,,,7,,,,,FR,202333,202333
EUR,NH,NH,FLU_SW_EUR,FRA,France,18-11-19,2019,47,17-11-19,2019,47,NONSENTINEL,3375,,6,0,4,,,7,,,,17,,,0,,0,15,15,32,,,,,,,,,412,,,,,FR,201947,201947
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,21-05-18,2018,21,20-05-18,2018,21,SENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201821,201821
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,28-08-17,2017,35,27-08-17,2017,35,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,DE,201735,201735
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,19-02-24,2024,8,18-02-24,2024,8,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,55,,,,,BE,202408,202408
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,29-01-24,2024,5,28-01-24,2024,5,SENTINEL,39,,8,,7,,,,,,,15,,,,,,,0,15,,,,,,,,,0,,,,,BE,202405,202405
EUR,NH,NH,FLU_SW_EUR,FRA,France,24-01-11,2011,4,23-01-11,2011,4,NOTDEFINED,3425,1912,281,0,27,0,,252,,0,,560,,,21,,1,248,270,830,,6,,,,,,,,,RSV,,,FR,201104,201104
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,01-04-02,2002,14,31-03-02,2002,14,NOTDEFINED,,,,,,,,,,,,,,,,,,1,1,1,,3,,,,,,,,,,,only 1 influenza B virus isolate,BE,200214,200214
